,ID,q3_lat,q3_long,q3_district,q4_lat,q4_long,q4_district,q56,q1_Impo,q6_motcode,Avg_Income
1406,6269,44.36313,7.5531,Cuneo,"45,04914","7,66777",Torino,2.0,1,1,1250.5
1407,6274,44.98435,7.96037,Villanova d'Asti,"45,07313","7,67947",Torino,5.0,1,1,2750.5
1408,6275,45.04915,7.65007,Torino,"45,06204","7,65041",Torino,2.0,6,5,1250.5
1410,6278,45.08318,7.65361,Torino,"45,06975","7,67639",Torino,5.0,1,9,2750.5
1411,6281,45.04803,7.66222,Torino,"45,01385","7,62934",Torino,8.0,1,2,4250.5
1412,6282,45.07036,7.69472,Torino,"45,0737","7,68437",Torino,5.0,1,11,2750.5
1413,6283,45.10121,7.73506,Torino,"45,077","7,68792",Torino,8.0,1,2,4250.5
1414,6284,45.07049,7.51328,Rivoli,"45,07352","7,62177",Torino,5.0,4,2,2750.5
1415,6285,45.08649,7.69953,Torino,"45,12877","7,72614",Settimo Torinese,6.0,2,9,3250.5
1416,6286,45.06899,7.62962,Torino,"45,07367","7,68451",Torino,15.0,1,2,15000.0
1417,6287,45.01476,7.61855,Torino,"45,06982","7,64655",Torino,15.0,1,1,15000.0
1418,6288,45.03769,7.65681,Torino,"45,06403","7,69032",Torino,5.0,1,2,2750.5
1419,6293,45.04284,7.64754,Torino,"45,08155","7,62192",Torino,2.0,7,1,1250.5
1420,6294,45.09331,7.6608,Torino,"45,06968","7,64656",Torino,5.0,1,1,2750.5
1421,6295,45.04792,7.34346,Giaveno,"45,07306","7,68117",Torino,3.0,1,1,1750.5
1422,6296,45.0711,7.52907,Rivoli,"45,07551","7,65653",Torino,5.0,1,1,2750.5
1423,6301,44.99588,7.687,Moncalieri,"45,06673","7,687",Torino,3.0,1,2,1750.5
1424,6305,45.08097,7.66605,Torino,"45,06843","7,65696",Torino,2.0,1,10,1250.5
1425,6306,45.0741,7.60241,Collegno,"45,06972","7,67553",Torino,5.0,1,5,2750.5
1426,6309,45.05433,7.6556,Torino,"45,07633","7,66798",Torino,15.0,1,9,15000.0
1427,6315,45.09243,7.67223,Torino,"44,94523","7,61833",Vinovo,15.0,1,2,15000.0
1428,6318,45.05235,7.66216,Torino,"45,07021","7,64737",Torino,5.0,1,5,2750.5
1431,6323,45.07499,7.6444,Torino,"45,07303","7,68114",Torino,3.0,1,9,1750.5
1432,6324,45.0769,7.69525,Torino,"45,07482","7,67821",Torino,7.0,1,2,3750.5
1433,6325,45.02116,7.62313,Torino,"45,07399","7,68016",Torino,3.0,1,5,1750.5
1434,6331,45.13243,7.62959,Venaria Reale,"45,08542","7,68159",Torino,15.0,1,3,15000.0
1435,6332,45.16158,7.49903,Givoletto,"45,06704","7,67987",Torino,2.0,4,2,1250.5
1436,6334,45.01546,7.68107,Moncalieri,"45,07052","7,64681",Torino,6.0,1,2,3250.5
1437,6339,45.17803,7.63352,Caselle Torinese,"45,07775","7,67698",Torino,4.0,1,1,2250.5
1438,6343,45.12517,7.82207,Castiglione Torinese,"45,07414","7,67997",Torino,4.0,1,1,2250.5
1439,6344,44.89455,7.246,Villar Perosa,"45,0614","7,67889",Torino,2.0,1,1,1250.5
1440,6346,45.1043,7.67904,Torino,"45,07761","7,67701",Torino,2.0,1,5,1250.5
1441,6348,45.02986,7.51087,Rivalta di Torino,"45,01239","7,6046",Torino,5.0,5,2,2750.5
1442,6350,45.06312,7.64837,Torino,"45,03602","7,64842",Torino,3.0,1,2,1750.5
1443,6351,45.07014,7.63983,Torino,"45,07024","7,64739",Torino,2.0,1,11,1250.5
1444,6354,45.09804,7.69865,Torino,"45,07306","7,68183",Torino,15.0,1,5,15000.0
1445,6356,45.01005,7.6712,Moncalieri,"45,07255","7,68284",Torino,2.0,1,1,1250.5
1446,6360,45.07837,7.60048,Collegno,"45,06951","7,66472",Torino,15.0,1,5,15000.0
1447,6364,45.1033,7.66301,Torino,"45,06885","7,64696",Torino,2.0,1,2,1250.5
1448,6366,45.02395,7.57627,Beinasco,"45,07687","7,69006",Torino,6.0,1,1,3250.5
1449,6367,45.01765,7.65421,Torino,"45,074","7,68002",Torino,2.0,1,1,1250.5
1450,6369,45.03526,7.62516,Torino,"45,09647","7,64984",Torino,4.0,1,2,2250.5
1451,6370,45.08017,7.65395,Torino,"45,09528","7,67796",Torino,5.0,6,2,2750.5
1453,6374,45.06628,7.66405,Torino,"45,09678","7,64917",Torino,2.0,1,5,1250.5
1454,6376,45.07728,7.68744,Torino,"45,06873","7,63852",Torino,6.0,6,2,3250.5
1455,6377,45.06614,7.6481,Torino,"45,07555","7,67902",Torino,15.0,1,1,15000.0
1456,6380,45.05556,7.66652,Torino,"45,0696","7,67589",Torino,15.0,1,11,15000.0
1457,6381,44.8656,7.38281,Pinerolo,"45,03957","7,66846",Torino,2.0,1,1,1250.5
1458,6382,45.12019,7.64895,Venaria Reale,"45,08258","7,69588",Torino,15.0,1,2,15000.0
1459,6384,45.0626,7.65096,Torino,"45,06816","7,64765",Torino,2.0,1,11,1250.5
1460,6385,45.02695,7.6355,Torino,"45,0666","7,6918",Torino,15.0,1,1,15000.0
1461,6391,45.12587,7.64992,Venaria Reale,"45,05981","7,67876",Torino,15.0,1,1,15000.0
1462,6392,45.07599,7.65626,Torino,"45,07498","7,67735",Torino,4.0,1,5,2250.5
1463,6393,45.09058,7.70745,Torino,"45,07615","7,68044",Torino,4.0,1,2,2250.5
1464,6394,45.07425,7.61923,Torino,"45,06994","7,65434",Torino,2.0,2,5,1250.5
1465,6396,45.04823,7.64233,Torino,"45,09703","7,64857",Torino,15.0,1,1,15000.0
1466,6398,45.06715,7.65425,Torino,"45,06006","7,6562",Torino,4.0,1,11,2250.5
1467,6399,45.07126,7.71272,Torino,"45,07292","7,68097",Torino,9.0,1,9,5500.5
1468,6401,45.12587,7.72476,Torino,"45,06175","7,69112",Torino,3.0,1,1,1750.5
1469,6404,45.07303,7.68084,Torino,"45,07297","7,68156",Torino,3.0,1,9,1750.5
1470,6405,45.03106,7.67053,Torino,"45,06955","7,67593",Torino,4.0,1,5,2250.5
1471,6406,45.03252,7.65492,Torino,"45,10064","7,66803",Torino,15.0,1,2,15000.0
1472,6407,45.06461,7.71414,Torino,"45,05664","7,67771",Torino,15.0,1,5,15000.0
1473,6408,45.07787,7.64457,Torino,"45,05785","7,65022",Torino,8.0,6,2,4250.5
1474,6413,44.99896,7.51546,Rivalta di Torino,"45,01564","7,64922",Torino,5.0,1,2,2750.5
1475,6415,45.11828,7.80939,Castiglione Torinese,"45,07557","7,65507",Torino,15.0,1,1,15000.0
1476,6416,45.12554,7.69798,Torino,"45,04105","7,66914",Torino,4.0,1,5,2250.5
1477,6417,45.07246,7.63816,Torino,"45,07292","7,6198",Torino,6.0,1,9,3250.5
1479,6420,45.17946,7.89368,Chivasso,"45,05949","7,68219",Torino,2.0,1,4,1250.5
1480,6423,45.03494,7.65541,Torino,"45,05391","7,68187",Torino,2.0,1,1,1250.5
1481,6424,45.07425,7.61413,Torino,"45,07597","7,6782",Torino,15.0,1,5,15000.0
1482,6425,45.01627,7.74261,Moncalieri,"45,0666","7,67532",Torino,4.0,1,2,2250.5
1483,6426,45.06673,7.67944,Torino,"45,06175","7,68013",Torino,14.0,1,2,12500.5
1484,6427,45.13556,7.733,Settimo Torinese,"45,04817","7,66502",Torino,3.0,1,1,1750.5
1485,6433,45.0677,7.56134,Grugliasco,"45,06188","7,68356",Torino,5.0,1,5,2750.5
1486,6435,45.0759,7.71904,Torino,"45,08413","7,6859",Torino,5.0,1,2,2750.5
1487,6438,45.20877,7.64099,San Maurizio Canavese,"45,06802","7,68253",Torino,15.0,1,6,15000.0
1488,6439,45.05143,7.64669,Torino,"45,07319","7,68077",Torino,6.0,1,1,3250.5
1489,6440,45.046,7.64485,Torino,"45,07288","7,68144",Torino,8.0,1,9,4250.5
1490,6445,45.11295,7.67326,Torino,"45,0944","7,6815",Torino,6.0,1,5,3250.5
1491,6447,45.14718,7.65713,Borgaro Torinese,"45,05192","7,66434",Torino,3.0,1,1,1750.5
1492,6448,45.05329,7.63473,Torino,"45,07352","7,6194",Torino,6.0,1,9,3250.5
1493,6449,45.42303,7.99376,Azeglio,"45,05884","7,68013",Torino,2.0,1,1,1250.5
1494,6450,45.05606,7.68906,Torino,"45,06162","7,70279",Torino,4.0,1,11,2250.5
1495,6454,45.18922,7.88721,Chivasso,"45,07337","7,68272",Torino,15.0,1,2,15000.0
1496,6457,45.08225,7.69524,Torino,"45,07269","7,68201",Torino,2.0,1,1,1250.5
1497,6458,45.04561,7.67263,Torino,"45,07312","7,681",Torino,3.0,1,1,1750.5
1498,6460,45.03053,7.65463,Torino,"45,07306","7,68104",Torino,3.0,1,9,1750.5
1499,6463,44.6901,8.02345,Alba,"45,06823","7,68837",Torino,2.0,1,1,1250.5
1500,6464,45.0937,7.6753,Torino,"45,08652","7,70465",Torino,14.0,1,2,12500.5
1502,6472,45.07855,7.68485,Torino,"45,07443","7,67914",Torino,5.0,1,9,2750.5
1503,6475,45.50636,8.36252,Arborio,"45,07497","7,67741",Torino,15.0,1,1,15000.0
1504,6478,45.04442,7.66159,Torino,"45,17223","7,64854",Caselle Torinese,5.0,6,2,2750.5
1505,6479,45.07855,7.57458,Collegno,"45,0366","7,64672",Torino,14.0,1,5,12500.5
1506,6480,45.09831,7.6701,Torino,"45,0856","7,70684",Torino,15.0,1,2,15000.0
1507,6481,45.04369,7.63421,Torino,"45,0832","7,65986",Torino,8.0,1,2,4250.5
1508,6482,45.03317,7.65307,Torino,"45,08324","7,63829",Torino,2.0,1,2,1250.5
1509,6484,45.05173,7.64787,Torino,"45,06782","7,68853",Torino,2.0,1,1,1250.5
1510,6488,45.0701,7.65268,Torino,"45,07371","7,68452",Torino,2.0,1,5,1250.5
1511,6494,45.11884,7.6467,Venaria Reale,"45,07703","7,68824",Torino,4.0,1,2,2250.5
1512,6497,45.14936,7.95603,San Sebastiano da Po,"45,08083","7,69193",Torino,5.0,1,1,2750.5
1514,6502,45.05844,7.68201,Torino,"45,07551","7,67904",Torino,15.0,1,11,15000.0
1515,6503,45.08491,7.67979,Torino,"45,07404","7,67992",Torino,5.0,1,5,2750.5
1516,6504,45.07195,7.71598,Torino,"45,07725","7,68789",Torino,4.0,1,5,2250.5
1517,6507,45.06831,7.69895,Torino,"45,07439","7,67915",Torino,5.0,1,9,2750.5
1518,6508,45.10191,7.63614,Torino,"45,10072","7,66785",Torino,4.0,1,5,2250.5
1519,6509,45.05339,7.69028,Torino,"45,0826","7,69615",Torino,15.0,1,2,15000.0
1520,6513,45.00268,7.53799,Orbassano,"45,06078","7,67738",Torino,5.0,1,1,2750.5
1521,6533,45.0635,7.67807,Torino,"45,06434","7,67944",Torino,2.0,1,5,1250.5
1523,6544,45.09592,7.66913,Torino,"45,07321","7,68067",Torino,4.0,1,5,2250.5
1524,6546,44.96546,7.77306,Cambiano,"45,08234","7,69555",Torino,2.0,1,2,1250.5
1525,6547,45.12217,7.64412,Venaria Reale,"45,07404","7,68008",Torino,5.0,1,2,2750.5
1526,6551,45.09703,7.62896,Torino,"45,08254","7,69583",Torino,2.0,1,9,1250.5
1527,6552,45.04412,7.67567,Torino,"45,08007","7,69129",Torino,5.0,1,5,2750.5
1528,6555,45.05994,7.68013,Torino,"45,06382","7,68837",Torino,15.0,1,3,15000.0
1529,6556,45.05024,7.66159,Torino,"45,08018","7,68425",Torino,15.0,1,5,15000.0
1530,6557,45.00185,7.53671,Orbassano,"45,03459","7,63648",Torino,4.0,1,2,2250.5
1531,6558,45.08287,7.62174,Torino,"45,06885","7,646",Torino,2.0,5,5,1250.5
1532,6561,45.15727,7.89042,Castagneto Po,"45,06954","7,67595",Torino,5.0,1,1,2750.5
1533,6562,45.1261,7.63285,Venaria Reale,"45,0765","7,68065",Torino,7.0,1,2,3750.5
1534,6564,45.04506,7.61695,Grugliasco,"45,08286","7,69646",Torino,15.0,1,2,15000.0
1535,6565,45.08193,7.66538,Torino,"45,07607","7,691",Torino,2.0,1,9,1250.5
1536,6568,45.06629,7.69179,Torino,"45,0769","7,69001",Torino,2.0,1,5,1250.5
1538,6574,45.09769,7.6495,Torino,"45,07027","7,64742",Torino,3.0,1,2,1750.5
1539,6577,45.09843,7.64932,Torino,"45,07299","7,68112",Torino,8.0,1,1,4250.5
1540,6579,45.32898,7.72545,Rivarolo Canavese,"45,05981","7,68837",Torino,3.0,1,1,1750.5
1541,6581,45.04396,7.6677,Torino,"45,07714","7,68785",Torino,12.0,1,1,8500.5
1542,6584,45.0826,7.66603,Torino,"45,0771","7,68766",Torino,4.0,1,5,2250.5
1543,6587,45.07376,7.59752,Collegno,"45,07354","7,68126",Torino,2.0,1,5,1250.5
1544,6589,44.83932,7.72305,Carmagnola,"45,07646","7,67914",Torino,15.0,1,1,15000.0
1545,6590,45.10648,7.25716,Sant'Antonino di Susa,"45,05606","7,66708",Torino,15.0,1,2,15000.0
1546,6594,45.10173,7.65526,Torino,"45,06953","7,64685",Torino,15.0,1,2,15000.0
1547,6598,45.11731,7.80853,Castiglione Torinese,"45,05949","7,67395",Torino,15.0,1,1,15000.0
1548,6599,45.10206,7.66515,Torino,"45,07316","7,68076",Torino,6.0,1,5,3250.5
1549,6602,45.07516,7.6935,Torino,"45,07801","7,67662",Torino,5.0,1,9,2750.5
1550,6610,45.06328,7.65387,Torino,"45,05879","7,65351",Torino,4.0,6,11,2250.5
1551,6611,45.10479,7.26432,Sant'Antonino di Susa,"45,06946","7,64693",Torino,6.0,1,2,3250.5
1552,6614,45.19026,7.89162,Chivasso,"45,07004","7,67614",Torino,2.0,1,4,1250.5
1553,6616,45.07332,7.61252,Torino,"45,05914","7,67901",Torino,2.0,1,5,1250.5
1554,6620,45.04251,7.67105,Torino,"45,0743","7,67914",Torino,15.0,1,5,15000.0
1555,6624,45.08407,7.62812,Torino,"44,95672","7,60357",Candiolo,7.0,7,2,3750.5
1556,6627,45.06646,7.74915,Torino,"45,08272","7,69608",Torino,7.0,1,2,3750.5
1557,6631,45.24977,7.51498,Cafasse,"45,06956","7,67594",Torino,4.0,1,2,2250.5
1558,6633,44.99734,7.67841,Moncalieri,"45,06943","7,67637",Torino,15.0,1,2,15000.0
1559,6635,45.10107,7.69279,Torino,"45,06956","7,67593",Torino,2.0,1,5,1250.5
1560,6638,45.07811,7.62512,Torino,"45,06768","7,63429",Torino,8.0,1,2,4250.5
1561,6639,45.1772,7.85248,Chivasso,"45,06479","7,66296",Torino,14.0,1,2,12500.5
1562,6641,45.0746,7.70158,Torino,"45,06984","7,69838",Torino,2.0,5,11,1250.5
1564,6643,45.15686,7.64786,Borgaro Torinese,"45,08637","7,67846",Torino,4.0,1,1,2250.5
1565,6648,45.03926,7.66163,Torino,"45,01861","7,63069",Torino,3.0,1,2,1750.5
1566,6651,44.90566,7.31226,San Pietro Val Lemina,"45,07712","7,68787",Torino,5.0,1,1,2750.5
1567,6652,45.06302,7.56497,Grugliasco,"45,03035","7,66614",Torino,9.0,1,2,5500.5
1568,6657,45.06625,7.68906,Torino,"45,06861","7,68013",Torino,8.0,1,2,4250.5
1569,6662,44.98059,7.52151,Volvera,"45,07306","7,68056",Torino,5.0,1,2,2750.5
1570,6669,45.14815,7.74673,Settimo Torinese,"45,08752","7,68837",Torino,3.0,1,1,1750.5
1571,6670,45.10484,7.65749,Torino,"45,07369","7,68451",Torino,5.0,1,9,2750.5
1572,6672,45.06882,7.68922,Torino,"45,07317","7,67934",Torino,15.0,1,11,15000.0
1573,6676,45.1037,7.54169,Pianezza,"45,09748","7,64728",Torino,15.0,1,1,15000.0
1574,6679,45.32512,8.13538,Bianzè,"45,06757","7,67601",Torino,5.0,1,6,2750.5
1575,6683,45.21179,7.56088,Ciriè,"45,08264","7,69613",Torino,3.0,1,2,1750.5
1577,6690,45.07069,7.63404,Torino,"45,07282","7,68047",Torino,2.0,1,1,1250.5
1578,6692,45.06225,7.63051,Torino,"45,07715","7,68772",Torino,5.0,1,2,2750.5
1579,6697,45.30638,8.12115,Bianzè,"45,05414","7,68185",Torino,5.0,1,1,2750.5
1581,6704,45.13451,7.76913,Settimo Torinese,"45,07733","7,68829",Torino,8.0,1,2,4250.5
1582,6707,45.03917,7.64646,Torino,"45,08319","7,69706",Torino,8.0,1,2,4250.5
1583,6710,45.06625,7.71746,Torino,"45,0412","7,67409",Torino,14.0,6,2,12500.5
1584,6711,45.04703,7.63473,Torino,"45,07467","7,65532",Torino,3.0,1,2,1750.5
1585,6714,45.10607,7.69842,Torino,"45,06988","7,64732",Torino,15.0,1,2,15000.0
1586,6717,45.0774,7.40891,Avigliana,"45,06854","7,68562",Torino,4.0,1,2,2250.5
1587,6719,45.09747,7.73074,Torino,"45,08228","7,69543",Torino,6.0,1,11,3250.5
1588,6720,45.07529,7.64376,Torino,"45,07018","7,64734",Torino,6.0,1,11,3250.5
1589,6722,45.07049,7.70193,Torino,"45,07291","7,68131",Torino,6.0,1,5,3250.5
1591,6731,45.04524,7.63213,Torino,"45,06976","7,64728",Torino,4.0,1,2,2250.5
1593,6735,45.19559,7.71824,Leinì,"45,07515","7,68112",Torino,8.0,1,2,4250.5
1594,6738,45.01944,7.66561,Torino,"45,07304","7,68104",Torino,3.0,1,1,1750.5
1595,6744,45.07483,7.63189,Torino,"45,08001","7,57572",Collegno,15.0,1,2,15000.0
1596,6745,45.05994,7.67738,Torino,"45,06091","7,6815",Torino,3.0,1,5,1750.5
1597,6748,44.99977,7.61215,Nichelino,"45,05787","7,66708",Torino,9.0,1,1,5500.5
1598,6750,45.07124,7.65423,Torino,"45,06922","7,67497",Torino,3.0,1,5,1750.5
1599,6762,45.09867,7.66796,Torino,"45,10203","7,64942",Torino,15.0,1,1,15000.0
1600,6765,45.06319,7.64819,Torino,"45,077","7,63863",Torino,5.0,1,11,2750.5
1601,6770,45.13265,7.71034,Torino,"45,08115","7,60825",Collegno,2.0,1,2,1250.5
1602,6771,45.11618,7.72408,Torino,"45,06188","7,67876",Torino,5.0,1,1,2750.5
1603,6773,45.062,7.6997,Torino,"45,08578","7,69789",Torino,7.0,1,9,3750.5
1604,6775,45.06159,7.64535,Torino,"45,07437","7,67899",Torino,15.0,1,1,15000.0
1605,6776,45.07094,7.70598,Torino,"45,09226","7,70393",Torino,7.0,4,2,3750.5
1606,6777,45.08196,7.63339,Torino,"45,09826","7,63906",Torino,13.0,1,2,9500.5
1607,6779,45.20103,7.77879,Volpiano,"45,0826","7,69617",Torino,15.0,1,2,15000.0
1608,6781,45.08134,7.6247,Torino,"45,0826","7,69617",Torino,13.0,1,2,9500.5
1609,6782,45.19617,7.56535,Robassomero,"45,07566","7,67879",Torino,15.0,1,9,15000.0
1610,6783,45.05694,7.62452,Grugliasco,"45,0741","7,67991",Torino,3.0,1,5,1750.5
1611,6785,45.07128,7.71002,Torino,"45,064","7,69028",Torino,15.0,1,2,15000.0
1613,6789,45.07546,7.62488,Torino,"45,0704","7,64706",Torino,15.0,1,11,15000.0
1614,6796,44.80717,7.20703,Torre Pellice,"45,08697","7,68906",Torino,4.0,1,2,2250.5
1615,6797,45.08606,7.69218,Torino,"45,07556","7,67901",Torino,3.0,1,5,1750.5
1616,6798,45.1387,7.05288,Susa,"45,0671","7,71189",Torino,6.0,1,2,3250.5
1618,6802,45.10426,7.72892,Torino,"45,08266","7,6924",Torino,6.0,1,9,3250.5
1619,6811,45.07616,7.69697,Torino,"45,05948","7,65828",Torino,6.0,1,9,3250.5
1620,6815,45.09346,7.52842,Alpignano,"45,07306","7,68188",Torino,6.0,1,2,3250.5
1621,6816,45.22016,7.6239,San Maurizio Canavese,"45,09979","7,70794",Torino,4.0,1,2,2250.5
1622,6818,45.07528,7.56031,Collegno,"45,05966","7,65582",Torino,15.0,1,2,15000.0
1623,6819,45.13163,7.76327,Settimo Torinese,"45,06013","7,65624",Torino,5.0,1,2,2750.5
1624,6821,45.00084,7.60354,Beinasco,"45,059","7,67905",Torino,15.0,1,2,15000.0
1625,6822,45.07335,7.65162,Torino,"45,08362","7,63424",Torino,2.0,1,5,1250.5
1626,6829,45.07601,7.59117,Collegno,"45,0841","7,6992",Torino,5.0,1,1,2750.5
1627,6830,45.07352,10.61279,Marcaria,"45,05884","7,6767",Torino,8.0,1,2,4250.5
1628,6831,45.10258,7.68167,Torino,"45,07306","7,68185",Torino,5.0,1,5,2750.5
1629,6844,44.992,7.67807,Moncalieri,"45,06272","7,67601",Torino,6.0,1,2,3250.5
1630,6845,45.08018,7.66563,Torino,"45,07312","7,68096",Torino,3.0,1,11,1750.5
1631,6852,44.82384,7.24777,Luserna San Giovanni,"45,06962","7,67593",Torino,15.0,1,1,15000.0
1632,6853,45.07938,7.64244,Torino,"45,08291","7,66024",Torino,2.0,1,5,1250.5
1634,6855,44.99845,7.51305,Rivalta di Torino,"45,07342","7,68222",Torino,7.0,1,1,3750.5
1635,6863,45.1249,7.58469,Druento,"45,06916","7,68202",Torino,6.0,1,1,3250.5
1636,6867,45.01354,7.82131,Chieri,"45,0742","7,67956",Torino,2.0,1,1,1250.5
1637,6869,45.03505,7.65441,Torino,"45,06955","7,67573",Torino,2.0,1,5,1250.5
1638,6872,45.06253,7.68425,Torino,"45,0624","7,68425",Torino,15.0,1,5,15000.0
1639,6875,45.02578,7.63908,Torino,"45,04396","7,6722",Torino,15.0,1,2,15000.0
1640,6878,45.1083,7.69835,Torino,"45,07307","7,6811",Torino,15.0,1,1,15000.0
1641,6879,45.07443,7.72279,Torino,"45,0844","7,68571",Torino,6.0,1,5,3250.5
1642,6880,45.0327,7.6502,Torino,"45,07024","7,64737",Torino,5.0,1,9,2750.5
1643,6881,45.07499,7.63613,Torino,"45,10453","7,70224",Torino,9.0,1,2,5500.5
1644,6890,45.04435,7.6767,Torino,"45,07804","7,67734",Torino,5.0,1,9,2750.5
1645,6900,45.06764,7.60423,Grugliasco,"45,0597","7,68703",Torino,4.0,1,1,2250.5
1646,6902,45.11364,7.61678,Collegno,"45,08313","7,69614",Torino,7.0,1,2,3750.5
1647,6905,45.07796,7.65669,Torino,"45,07438","7,67912",Torino,6.0,1,9,3250.5
1649,6914,45.0671,7.69646,Torino,"45,07307","7,67946",Torino,3.0,1,10,1750.5
1650,6922,45.01142,7.82364,Chieri,"45,08273","7,69661",Torino,3.0,1,2,1750.5
1651,6930,45.03078,7.6426,Torino,"45,11175","7,70879",Torino,6.0,2,2,3250.5
1653,6938,44.82679,7.62891,Casalgrasso,"45,06311","7,68384",Torino,6.0,1,2,3250.5
1654,6939,45.06982,7.71,Torino,"45,09719","7,6483",Torino,15.0,1,2,15000.0
1655,6940,45.02404,7.49817,Rivalta di Torino,"45,01226","7,64236",Torino,7.0,1,1,3750.5
1656,6946,45.10412,7.68496,Torino,"45,07844","7,67759",Torino,15.0,1,2,15000.0
1657,6948,45.22857,7.77805,San Benigno Canavese,"45,10133","7,63548",Torino,6.0,1,2,3250.5
1658,6949,45.19491,7.5119,La Cassa,"45,07372","7,68443",Torino,8.0,1,2,4250.5
1659,6950,45.07334,7.83737,Pavarolo,"45,07725","7,68817",Torino,15.0,1,3,15000.0
1660,6951,45.07016,7.63912,Torino,"45,08623","7,69807",Torino,5.0,1,2,2750.5
1661,6952,45.08288,7.68577,Torino,"45,05585","7,67768",Torino,5.0,7,5,2750.5
1662,6957,45.03116,7.64998,Torino,"45,10138","7,63432",Torino,6.0,1,2,3250.5
1664,6962,45.12356,7.62727,Venaria Reale,"45,0823","7,69552",Torino,15.0,1,2,15000.0
1665,6966,44.82188,7.24862,Luserna San Giovanni,"45,08091","7,69403",Torino,3.0,1,2,1750.5
1666,6971,45.09052,7.70594,Torino,"45,07772","7,67714",Torino,4.0,1,2,2250.5
1667,6973,45.21275,7.63241,San Maurizio Canavese,"45,07398","7,68021",Torino,4.0,1,1,2250.5
1668,6975,45.13483,7.63009,Venaria Reale,"45,08234","7,69556",Torino,6.0,1,2,3250.5
1669,6977,45.58233,8.18687,Cossato,"45,08413","7,68592",Torino,15.0,1,1,15000.0
1670,6979,45.14137,7.69335,Borgaro Torinese,"45,05981","7,68974",Torino,2.0,1,2,1250.5
1671,6981,45.02177,7.58949,Beinasco,"45,0624","7,67189",Torino,6.0,1,1,3250.5
1672,6982,45.12163,7.40929,Almese,"45,06632","7,64406",Torino,15.0,1,2,15000.0
1673,6985,45.03977,7.65857,Torino,"45,0704","7,64714",Torino,15.0,1,5,15000.0
1674,6986,45.06869,7.66388,Torino,"45,08356","7,68311",Torino,3.0,1,2,1750.5
1675,6988,45.07231,7.71961,Torino,"45,07317","7,67906",Torino,3.0,1,2,1750.5
1676,100853,44.98975,7.66097,Nichelino,"45,0624","7,6621",Torino,3.0,3,5,1750.5
1677,100855,45.0204,7.83806,Chieri,"45,02796451557836","7,6376541941070855",Torino,7.0,1,1,3750.5
1678,100875,45.03872,7.63773,Torino,"45,0542","7,68701",Torino,15.0,1,2,15000.0
1679,100883,45.07755,7.57243,Collegno,"45,06262","7,6628",Torino,7.0,1,1,3750.5
1680,100888,45.06118,7.68052,Torino,"45,06284","7,6625",Torino,8.0,1,9,4250.5
1681,100890,45.05629,7.58661,Grugliasco,"45,06451","7,66207",Torino,15.0,1,9,15000.0
1682,100891,45.0659,7.65396,Torino,"45,33337","7,79377",San Giorgio Canavese,2.0,5,2,1250.5
1683,100898,44.71524,7.88293,Pocapaglia,"45,06776","7,68249",Torino,4.0,1,1,2250.5
1684,100904,45.07307,7.66054,Torino,"45,06245","7,66237",Torino,4.0,1,2,2250.5
1685,100905,44.92062,7.74937,Villastellone,"45,06262","7,6628",Torino,3.0,1,2,1750.5
1686,100907,45.04792,7.62955,Torino,"45,06253","7,66283",Torino,2.0,1,2,1250.5
1687,100924,44.81964,7.62463,Casalgrasso,"45,06253","7,66283",Torino,4.0,1,1,2250.5
1688,100927,45.53831,8.07362,Gaglianico,"45,06328","7,65989",Torino,4.0,1,1,2250.5
1690,100938,45.06353,7.63899,Torino,"45,06391","7,66502",Torino,5.0,1,9,2750.5
1691,100947,45.24125,7.57312,Nole,"45,06245","7,66237",Torino,15.0,1,2,15000.0
1692,100952,45.07382,7.66263,Torino,"45,06333","7,65988",Torino,9.0,1,11,5500.5
1693,100958,45.10502,7.68283,Torino,"45,06245","7,66237",Torino,7.0,4,2,3750.5
1694,100965,45.07204,7.69504,Torino,"45,06279","7,66069",Torino,15.0,1,10,15000.0
1695,100971,44.98314,7.73918,Trofarello,"45,06253","7,66283",Torino,15.0,1,4,15000.0
1696,100972,45.08316,7.64424,Torino,"45,06245","7,66237",Torino,7.0,1,1,3750.5
1697,100978,45.07954,7.62246,Torino,"45,11291","7,67344",Torino,8.0,1,5,4250.5
1698,100979,44.63487,7.57243,Lagnasco,"45,06253","7,66283",Torino,9.0,1,1,5500.5
1700,100983,45.0828,7.6268,Torino,"45,05349","7,39894",Avigliana,7.0,1,2,3750.5
1701,100987,45.03572,7.6322,Torino,"45,06427","7,65942",Torino,15.0,1,9,15000.0
1702,100988,45.03731,7.65774,Torino,"45,06312","7,6584",Torino,4.0,1,10,2250.5
1703,100991,44.51588,7.45921,Busca,"45,057","7,65849",Torino,7.0,1,1,3750.5
1704,100992,45.46738,7.8748,Ivrea,"45,06776","7,68249",Torino,9.0,1,4,5500.5
1705,100995,45.13792,7.38436,Rubiana,"45,0685","7,66304",Torino,15.0,1,2,15000.0
1706,100998,45.0642,7.69533,Torino,"45,06511","7,65772",Torino,5.0,1,9,2750.5
1707,101004,44.98255,7.52271,Volvera,"45,06847","7,66275",Torino,6.0,1,2,3250.5
1708,101007,45.05693,7.68013,Torino,"45,4719","9,20448",Milano,15.0,2,8,15000.0
1709,101009,45.06776,7.68249,Torino,"45,56641","8,05428",Biella,4.0,7,4,2250.5
