,ID,q3_lat,q3_long,q3_district,q4_lat,q4_long,q4_district,q56,q1_Impo,q6_motcode,Avg_Income
1919,101673,45.091578396419,7.68561973571775,Torino,"45,08248851640225","7,643391036987282",Torino,15.0,1,1,15000.0
1921,101677,45.0670649007475,7.64624834060668,Torino,"45,04188674495191","7,674529552459717",Torino,8.0,1,1,4250.5
1922,101678,45.0404017149532,7.6710113514913,Torino,"45,09764963393115","7,628765500636632",Torino,7.0,1,1,3750.5
1923,101681,45.0498031679251,7.67542004585266,Torino,"45,06527438162077","7,688301944732643",Torino,15.0,1,2,15000.0
1924,101683,45.0992127777923,7.64218940734861,Torino,"45,06766891151065","7,690941238403298",Torino,2.0,1,5,1250.5
1925,101684,45.1105232894699,7.31277465820312,Condove,"45,0619400590089","7,648626708984352",Torino,5.0,1,1,2750.5
1926,101688,45.0696996367328,7.6733459472656,Torino,"45,068729747119626","7,667852783203102",Torino,2.0,1,1,1250.5
1927,101689,44.3896947531718,7.54562988281247,Cuneo,"45,058059875159984","7,649999999999977",Torino,15.0,1,1,15000.0
1928,101690,45.0474183324214,7.67701520919797,Torino,"45,05266355678843","7,682057762145973",Torino,9.0,1,9,5500.5
1929,101692,45.159101166308,7.95658721923825,San Sebastiano da Po,"45,04879790336826","7,679675960540749",Torino,6.0,1,2,3250.5
1931,101694,45.0270089246737,7.6513732910156,Torino,"45,06772953121871","7,690812492370583",Torino,5.0,1,5,2750.5
1932,101695,45.0687297471196,7.67197265624997,Torino,"45,060000000000024","7,663732910156227",Torino,5.0,1,5,2750.5
1933,101696,45.3212543611714,8.42288732528686,Vercelli,"45,06861827689685","7,689796686172485",Torino,2.0,1,1,1250.5
1934,101699,45.1311955588625,7.82741546630859,Gassino Torinese,"45,069080492869794","7,685129642486572",Torino,7.0,1,1,3750.5
1935,101706,45.0610306645451,7.66029968261716,Torino,"45,036865788257344","7,674375915527321",Torino,4.0,1,1,2250.5
1936,101707,45.0763428546981,7.72082179784774,Torino,"45,069032839391696","7,692099952697731",Torino,5.0,1,5,2750.5
1937,101712,45.0343660132242,7.58843064308166,Beinasco,"45,07771415172555","7,677024006843567",Torino,4.0,1,9,2250.5
1938,101718,44.6198580436455,7.97890319824216,Castiglione Falletto,"45,05064738583806","7,681456947326637",Torino,15.0,1,1,15000.0
1939,101720,44.9981261271222,7.66055717468259,Nichelino,"45,07373056408741","7,699309730529762",Torino,6.0,1,2,3250.5
1940,101723,45.0537246708458,7.65403404235837,Torino,"45,06610793188751","7,5885452270507585",Grugliasco,6.0,1,9,3250.5
1941,101725,45.0552708303692,7.6542915344238,Torino,"45,03465193288348","7,673345947265602",Torino,5.0,1,5,2750.5
1942,101729,44.9169642453059,7.49216079711914,Airasca,"45,050943668737204","7,681707143783569",Torino,15.0,1,1,15000.0
1943,101730,45.0783066858656,7.64399185180661,Torino,"45,06606246582273","7,5899185180663835",Grugliasco,15.0,1,2,15000.0
1944,101732,45.0788088928562,7.6546436548233,Torino,"45,068415582647816","7,694359123706818",Torino,7.0,1,9,3750.5
1945,101738,45.0521515546041,7.65987396240234,Torino,"45,04164825012284","7,674572467803955",Torino,3.0,1,11,1750.5
1946,101739,45.0752632192443,7.6638114452362,Torino,"45,06813332497281","7,6905906200408936",Torino,3.0,1,1,1750.5
1947,101740,45.1375510121746,7.0416320800781,Susa,"45,060530491424586","7,664033317565895",Torino,7.0,1,1,3750.5
1948,101741,45.0570897880532,7.67677917480466,Torino,"45,06739612202893","7,592321777343727",Grugliasco,5.0,1,2,2750.5
1949,101748,45.0724865051766,7.6391726732254,Torino,"45,05513760682432","7,685987949371338",Torino,2.0,1,5,1250.5
1950,101749,45.0486008238415,7.70956649780271,Torino,"45,059272460899585","7,694975280761696",Torino,15.0,1,5,15000.0
1951,101751,44.8072644240516,7.24848747253418,Luserna San Giovanni,"45,04195436673532","7,672576904296875",Torino,15.0,1,1,15000.0
1953,101753,45.081748301603,7.63147473335266,Torino,"45,03591269605154","7,673928737640381",Torino,15.0,1,1,15000.0
1954,101754,45.1100513080257,7.65898346900939,Torino,"45,06782265048433","7,690858840942383",Torino,7.0,1,1,3750.5
1955,101757,45.2044087575377,7.6816406333819,San Maurizio Canavese,"45,05223910565276","7,633520507812477",Torino,6.0,1,2,3250.5
1957,101763,45.0394889443703,7.64264001846311,Torino,"45,06803262879455","7,68573775291452",Torino,8.0,1,5,4250.5
1959,101770,45.0684181085143,7.67854481935501,Torino,"45,07404851029267","7,675300016999245",Torino,6.0,1,11,3250.5
1960,101772,44.8801382262468,7.33259811401364,Pinerolo,"45,05636221192277","7,6846755981445085",Torino,5.0,1,1,2750.5
1961,101778,45.0551517547759,7.67133235931396,Torino,"45,06670117730595","7,692360877990723",Torino,2.0,1,11,1250.5
1962,101781,45.0851723705825,7.68647074699401,Torino,"45,0934854892656","7,700632810592651",Torino,5.0,1,2,2750.5
1964,101784,45.0686864729312,7.63923168182373,Torino,"45,06811362366768","7,685869932174683",Torino,2.0,1,9,1250.5
1965,101785,45.3578729208245,7.69025459289548,Salassa,"45,0538156225633","7,683559799194313",Torino,10.0,1,1,6500.5
1966,101787,45.0394696552417,7.64038503170013,Torino,"45,06792570441252","7,701051235198975",Torino,4.0,1,1,2250.5
1968,101795,45.1763037852178,7.63270769119253,Caselle Torinese,"45,07363964404806","7,699695968628021",Torino,4.0,3,1,2250.5
1969,101797,45.073098331294,7.66549587249755,Torino,"45,07382148398215","7,69986763000486",Torino,4.0,1,1,2250.5
1970,101799,45.0658199795331,7.6733459472656,Torino,"45,05417942798636","7,680212402343727",Torino,2.0,1,9,1250.5
1971,101800,45.0860640417902,7.61747016906736,Torino,"45,02324770469157","7,666479492187477",Torino,9.0,1,2,5500.5
1972,101808,45.0561196844887,7.68845214843747,Torino,"45,059941562221226","7,6128387451171875",Torino,15.0,1,11,15000.0
1973,101811,45.0664261933284,7.69978179931638,Torino,"45,04168745078892","7,676092529296852",Torino,7.0,1,1,3750.5
1974,101822,45.0376867807588,7.78786897659301,Pino Torinese,"45,06769164390872","7,691112899780251",Torino,5.0,1,1,2750.5
1975,101823,45.1910288585339,7.86317593753335,Chivasso,"45,072007912551506","7,684002698957897",Torino,2.0,1,2,1250.5
1976,101826,45.1302850792219,7.94525756835935,Casalborgone,"45,04787313970676","7,67265930175779",Torino,5.0,1,1,2750.5
1978,101833,45.0792158054972,7.6542915344238,Torino,"45,06349736343217","7,661597871780373",Torino,5.0,1,9,2750.5
1979,101835,45.0677014112014,7.67463684082031,Torino,"45,06969963673288","7,684332275390602",Torino,3.0,1,11,1750.5
1980,101843,45.1043721402247,7.68352568149566,Torino,"45,06919794059523","7,690274119377136",Torino,9.0,1,9,5500.5
1982,101845,45.039868003228,7.35165252685544,Giaveno,"45,03786654408346","7,651029968261696",Torino,2.0,1,2,1250.5
1983,101850,45.044837559628,7.64984652400016,Torino,"45,03755410538666","7,65123724937439",Torino,8.0,1,11,4250.5
1984,101855,45.070065530833,7.61380434036254,Torino,"45,06921469398348","7,689181709289528",Torino,15.0,1,1,15000.0
1985,101858,45.1760018087219,7.65078663825988,Caselle Torinese,"45,074201957504556","7,699591255188011",Torino,6.0,1,2,3250.5
1986,101867,45.0220972148668,7.64579772949218,Torino,"44,99260494998555","7,492332458496094",Piossasco,6.0,1,2,3250.5
1987,101878,45.037004446996,7.62690424919128,Torino,"45,0743502484348","7,699989080429077",Torino,8.0,3,1,4250.5
1989,101901,45.0812331584218,7.63411402702331,Torino,"45,083162732165526","7,674590492248512",Torino,4.0,1,9,2250.5
1990,101904,45.0501774410418,7.68046989440915,Torino,"45,06060627551199","7,652231597900368",Torino,15.0,1,5,15000.0
1991,101908,44.9274354030842,8.31638946533212,Refrancore,"45,037957521017944","7,651072883605934",Torino,4.0,3,1,2250.5
1992,101917,45.0392615078501,7.68261566162107,Torino,"45,05129923835631","7,6807059288024675",Torino,2.0,3,11,1250.5
1993,101918,45.0906716624576,7.67244815826416,Torino,"45,065941222806536","7,6935161590575945",Torino,3.0,3,5,1750.5
1994,101920,45.0201558043346,7.4681282043457,Bruino,"45,03686797926706","7,651076316833496",Torino,14.0,1,6,12500.5
1995,101937,44.9899530881991,7.47217833995819,Piossasco,"45,06854250342993","7,695107460021973",Torino,8.0,3,1,4250.5
1996,101943,44.7676079767898,7.66952991485595,Racconigi,"45,089918002937715","7,659037113189697",Torino,2.0,3,1,1250.5
1998,101947,45.043446195099,7.64107360839841,Torino,"45,08570043926072","7,651888275146462",Torino,15.0,1,2,15000.0
1999,101955,44.6923931246467,7.83732891082763,Bra,"45,068487272144786","7,685104751586891",Torino,2.0,3,4,1250.5
2000,101956,45.0738539801745,7.69978523254394,Torino,"45,07342968633631","7,700042724609375",Torino,9.0,3,2,5500.5
2001,101957,45.0847914228117,7.46539964675912,Rosta,"45,09741788108951","7,6286388874054865",Torino,3.0,1,2,1750.5
2002,101958,45.0347732422452,7.63163223266599,Torino,"45,06797200940795","7,685791397094704",Torino,6.0,3,5,3250.5
2003,101961,45.0658199795331,7.69119873046872,Torino,"45,067896235084284","7,685721659660317",Torino,3.0,3,11,1750.5
2004,101965,44.9365499215955,7.60603322982785,Piobesi Torinese,"45,09151780200868","7,65892639160154",Torino,3.0,3,1,1750.5
2005,101970,45.2458872297401,7.54966735839843,Villanova Canavese,"45,07317207782618","7,698733806610107",Torino,2.0,3,1,1250.5
2006,101978,44.7645893088398,7.31749191284177,Bagnolo Piemonte,"45,0743670003128","7,700296783447243",Torino,3.0,3,1,1750.5
2007,101985,45.0723156727557,7.63008974778131,Torino,"45,01399169288641","7,621905038540717",Torino,2.0,1,5,1250.5
2008,101989,44.9689555044984,7.77578487396238,Cambiano,"45,06812355775388","7,694760704040505",Torino,3.0,3,1,1750.5
2009,101991,45.0195014052872,7.66231670379636,Torino,"45,051329556897215","7,680695199966408",Torino,3.0,3,5,1750.5
2010,101997,45.0827915357072,7.68089904785154,Torino,"45,05611968448874","7,692572021484352",Torino,15.0,1,5,15000.0
2011,102006,45.0739730168185,7.60869398117063,Torino,"45,065998055502405","7,693591260910011",Torino,2.0,3,1,1250.5
2012,102011,44.8968000256851,8.21030273437509,Asti,"45,06775984104859","7,671972656249977",Torino,15.0,3,1,15000.0
2013,102015,45.0267662727774,7.63832702636716,Torino,"45,05442196364929","7,6833023071288835",Torino,3.0,1,5,1750.5
2014,102028,45.0736093373361,7.6162685394288,Torino,"45,038109148920626","7,651115798950286",Torino,5.0,3,5,2750.5
2015,102035,45.2061078963623,7.78192176818856,Volpiano,"45,089790834279825","7,658990764618011",Torino,3.0,3,1,1750.5
2017,102038,45.0008572671341,7.64639511108396,Nichelino,"45,06766891151065","7,694674873352028",Torino,15.0,3,1,15000.0
2018,102055,44.9963378350306,7.63959646224975,Nichelino,"45,05211718142341","7,681359797716141",Torino,7.0,3,1,3750.5
2020,102064,45.185482952106,7.71454467773435,Leinì,"45,03880882303317","7,652921676635742",Torino,2.0,3,5,1250.5
2021,102067,44.9959411213803,7.68295898437497,Moncalieri,"45,08618524211914","7,662359619140602",Torino,8.0,3,1,4250.5
2022,102089,45.2008162849379,7.77934684753415,Volpiano,"45,067282459360676","7,674676322936989",Torino,6.0,3,1,3250.5
2023,102095,"44,99084245063554",7.48078479766843,Piossasco,"45,09182077341878","7,659870529174782",Torino,6.0,1,2,3250.5
2024,102104,"45,19802228040605",7.79136657714843,Volpiano,"45,07260920682596","7,674719238281227",Torino,15.0,1,1,15000.0
2026,102110,"45,07063920160132",7.68213822841653,Torino,"45,0690631485305","7,688752555847145",Torino,14.0,3,11,12500.5
2027,102117,"45,07091197560567",7.53807678222665,Rivoli,"45,06557749221499","7,645365142822243",Torino,5.0,5,5,2750.5
2028,102123,"45,07099877565278",7.67577230973984,Torino,"45,037474496313756","7,651233672659146",Torino,6.0,3,2,3250.5
2029,102129,"45,08774567338435",7.68173589706418,Torino,"45,090139261798285","7,659248256683327",Torino,4.0,3,1,2250.5
2030,102142,"45,04217262703331",7.35285415649411,Giaveno,"45,03804849780776","7,651287460327126",Torino,3.0,3,6,1750.5
2031,102143,"45,39899020799942",7.65532150268552,Cuorgnè,"45,0679416996905","7,695189857483001",Torino,9.0,3,1,5500.5
2032,102154,"45,07745816115898",7.57515563964841,Collegno,"45,072609206826","7,685705566406227",Torino,4.0,3,5,2250.5
2033,102157,"45,0973973492071",7.73021221160888,Torino,"45,07341453292668","7,699334621429443",Torino,6.0,3,1,3250.5
2034,102163,"44,996793048279535",7.6768684387207,Moncalieri,"45,075338983801345","7,6911163330078125",Torino,4.0,3,5,2250.5
2035,102165,"45,07939762768781",7.74887695312497,Torino,"45,070669509888354","7,688452148437477",Torino,15.0,3,5,15000.0
2036,102173,"45,01730204650538",7.66476287841794,Torino,"45,06785077044184","7,6942886352538835",Torino,5.0,1,5,2750.5
2038,102185,"45,23745437399903",7.58925333023069,Ciriè,"45,04977571097746","7,673839473724456",Torino,8.0,3,1,4250.5
2039,102189,"45,05979538056373",7.65931262969968,Torino,"45,07354872386407","7,699524307250954",Torino,3.0,3,5,1750.5
2040,102194,"45,28243370156681",7.56622924804685,Nole,"45,03768458978058","7,651373291015602",Torino,9.0,3,2,5500.5
2041,102199,"45,039324348592835",7.62262344360351,Torino,"45,04226578792405","7,658500671386719",Torino,14.0,3,2,12500.5
2042,102203,"45,22041764424538",7.78514921665191,San Benigno Canavese,"45,073401273689974","7,700498700141907",Torino,8.0,3,6,4250.5
2043,102217,"45,06988148920316",7.700253868103,Torino,"45,09006351686641","7,65892639160154",Torino,3.0,3,1,1750.5
2044,102228,"45,08254912039183",7.68901004791268,Torino,"45,07351841710393","7,6997817993163835",Torino,7.0,3,9,3750.5
2045,102232,"45,04844383429451",7.62453317642211,Torino,"45,07314177086628","7,700085639953613",Torino,5.0,3,1,2750.5
2046,102236,"45,06666867704648",7.69669189453122,Torino,"45,073821483982165","7,699695968627907",Torino,3.0,3,11,1750.5
2047,102255,"45,031558457273924",7.59309425354001,Beinasco,"45,07388209716493","7,699352645874001",Torino,8.0,3,9,4250.5
2048,102262,"45,0696260544545",7.6982831954956,Torino,"45,058266690997264","7,6801300048828125",Torino,6.0,5,9,3250.5
2049,102282,"45,055392096014934",7.68398895263669,Torino,"45,051329556897244","7,662745857238747",Torino,14.0,1,11,12500.5
2050,102298,45.072063673716,7.69506111145017,Torino,"45,11066243615925","7,71059646606443",Torino,3.0,1,5,1750.5
2052,102310,45.0411112986547,7.62352123260495,Torino,"45,06822206396326","7,6945139408111345",Torino,8.0,3,1,4250.5
2053,102313,45.1001296129992,7.74360246956348,Torino,"45,052076669049434","7,681417465209961",Torino,3.0,3,1,1750.5
2054,102316,45.3255100978862,7.72600650787353,Rivarolo Canavese,"45,037660548337506","7,651848793029785",Torino,15.0,3,4,15000.0
2055,102318,45.0410203267347,7.65742435455331,Torino,"45,069578401431244","7,67763748168943",Torino,14.0,3,5,12500.5
2056,102331,44.9937002581799,7.70097398679354,Moncalieri,"45,07363358279943","7,661810301948549",Torino,7.0,1,1,3750.5
2057,102332,45.3045446949599,7.74518001077922,Feletto,"45,09043155328606","7,659137964183174",Torino,8.0,3,1,4250.5
2058,102335,45.1011915594506,7.69373416900634,Torino,"45,0680802831065","7,705450057983398",Torino,2.0,3,5,1250.5
2059,102340,45.1036354048065,7.7557434082031,San Mauro Torinese,"45,074306387644306","7,696691894531227",Torino,4.0,3,2,2250.5
2060,102344,45.058501630643,7.68564462661743,Torino,"45,09856744691826","7,697703838348389",Torino,7.0,6,7,3750.5
2061,102346,44.4149591047112,7.512585067749,Cuneo,"45,03792719538921","7,651373291015602",Torino,4.0,3,1,2250.5
2062,102351,45.0746421985779,7.65059351921081,Torino,"45,05131090335863","7,680757641792297",Torino,5.0,3,5,2750.5
2064,102361,45.0450381153124,7.64332666397103,Torino,"45,06224318728237","7,67639293670652",Torino,8.0,1,5,4250.5
2065,102366,45.0583023943651,7.68261566162107,Torino,"45,07309412077428","7,699953460693337",Torino,3.0,3,9,1750.5
2066,102373,45.0701239582634,7.69793643951413,Torino,"45,05236037772725","7,681499862670876",Torino,5.0,3,9,2750.5
2067,102384,44.6583970049068,7.73540496826171,Marene,"45,05205749260259","7,6812538504600525",Torino,9.0,3,1,5500.5
2068,102385,45.0657994429409,7.69208404206438,Torino,"45,051506552601936","7,680874522848171",Torino,8.0,3,11,4250.5
2069,102389,44.9555664082608,7.19146728166379,Perosa Argentina,"45,04253650651651","7,658239746093727",Torino,2.0,3,1,1250.5
2070,102391,45.0312096725739,7.6700307369233,Torino,"45,05208751519804","7,681735897064186",Torino,4.0,3,5,2250.5
2072,102406,45.0626296735001,7.68461122512826,Torino,"45,0961379413841","7,711154365539642",Torino,15.0,5,3,15000.0
2073,102408,45.0762459611486,7.67763748168943,Torino,"45,05736372182785","7,648843002319381",Torino,9.0,5,2,5500.5
2074,102409,45.0847693717195,7.69061851606238,Torino,"45,07305539575747","7,698356151449843",Torino,9.0,3,11,5500.5
2075,102416,"45,058562260072364",7.68554806709289,Torino,"45,04864091436211","7,680848836898804",Torino,3.0,3,11,1750.5
2076,102420,"44,91265271527022",7.64053888320927,Carignano,"45,068305415238655","7,694760704040618",Torino,2.0,3,1,1250.5
2078,102457,"45,07551862879908",6.71341552734372,Bardonecchia,"45,06485002408877","7,674719238281227",Torino,3.0,3,4,1750.5
2079,102460,"45,1031507500678",7.54494323730466,Pianezza,"45,02664494644364","7,670728111267181",Torino,15.0,3,1,15000.0
2080,102493,"45,01341883441901",7.83127441406247,Chieri,"45,07454883793251","7,688452148437477",Torino,6.0,3,2,3250.5
2081,102503,"45,05320927504846",7.6458801269531,Torino,"44,70386087242133","8,031774902343727",Alba,15.0,7,2,15000.0
2083,102506,"45,07259199937989",7.6494026184082,Torino,"45,063300099526465","7,688541412353516",Torino,2.0,1,5,1250.5
2085,102513,"45,085018678279944",7.67107143402097,Torino,"45,06406192317187","7,692207241058327",Torino,11.0,3,1,7500.5
2086,102516,"45,10260012422478",7.6999032497406,Torino,"45,06807460004649","7,6949143409729",Torino,15.0,3,1,15000.0
2087,102523,"45,081337028385555",7.63970031738279,Torino,"45,05369435357463","7,6819290161132585",Torino,2.0,3,5,1250.5
2088,102524,"44,96053317969834",8.42884912490842,Fubine,"45,05258776217384","7,681714439392067",Torino,7.0,1,1,3750.5
2089,102526,"45,06553421564007",7.71387219429016,Torino,"45,073422109632006","7,698851823806763",Torino,14.0,3,11,12500.5
2090,102529,"44,973557382037434",7.77844905853271,Cambiano,"45,06438617491123","7,69267201423645",Torino,4.0,3,1,2250.5
2091,102534,"45,010506252546996",7.82852783203134,Chieri,"45,07163936658604","7,689825439453102",Torino,10.0,3,1,6500.5
2092,102541,"45,07812704963286",7.68480777740478,Torino,"45,07261139646661","7,699785232543945",Torino,7.0,3,9,3750.5
2093,102542,"44,949907082684234",7.63695287678274,Vinovo,"45,015342440453644","7,632378100825008",Torino,5.0,1,2,2750.5
2094,102553,"45,05169556857706",7.30144500732421,Coazze,"45,05800143539827","7,6554107666015625",Torino,15.0,3,1,15000.0
2095,102559,"45,02994308085604",7.5259780883789,Rivalta di Torino,"45,07345780353538","7,699266815185524",Torino,4.0,3,1,2250.5
2096,102562,"44,284595930938934",7.49893798828122,Robilante,"45,08618524211914","7,698065185546852",Torino,9.0,1,1,5500.5
2097,102564,"45,38236904034802",7.8826440811157,Strambino,"45,08994232476641","7,659205341339089",Torino,4.0,3,2,2250.5
2098,102568,"45,10284783876672",7.74930610656736,Torino,"45,068517581572884","7,69463195800779",Torino,3.0,3,5,1750.5
2099,102578,"45,08158163814096",7.67804861068725,Torino,"45,052452574591626","7,681528776884079",Torino,5.0,3,5,2750.5
2101,102585,"45,09188136750803",7.74952068328855,San Mauro Torinese,"45,052057197058815","7,681371116638161",Torino,15.0,3,1,15000.0
2102,102589,"45,05912088908844",7.64648094177243,Torino,"45,0395442036687","7,6513659954071045",Torino,6.0,3,1,3250.5
2103,102594,"45,10996582943862",7.65896930694577,Torino,"45,07348811032769","7,699610137939544",Torino,8.0,3,9,4250.5
2104,102597,"45,07454883793254",7.69463195800779,Torino,"45,09006351686641","7,700811767578102",Torino,6.0,3,11,3250.5
2105,102614,"45,07229097981136",7.68210067749021,Torino,"45,05611968448874","7,61223449707029",Grugliasco,3.0,1,9,1750.5
2106,102616,"45,047115125555585",7.67291679382333,Torino,"45,037138723400275","7,651115798950173",Torino,9.0,3,1,5500.5
2108,102621,"45,04013565967729",7.63402819633483,Torino,"45,03619860798308","7,651823902130104",Torino,6.0,1,5,3250.5
2109,102622,"45,0826703281781",7.69141330718991,Torino,"45,07348811032769","7,699695968627907",Torino,7.0,3,9,3750.5
2110,102628,"45,15111161014591",7.65411987304685,Borgaro Torinese,"45,07357903060813","7,699953460693337",Torino,7.0,3,2,3750.5
2111,102630,"45,032349197334305",7.67925024032592,Torino,"45,04206868589194","7,676342725753784",Torino,3.0,4,5,1750.5
2113,102636,"44,922602682049025",7.39259028341621,Piscina,"45,100727414657634","7,667852783203102",Torino,4.0,3,1,2250.5
2114,102638,"45,07127567225306",7.70572557449338,Torino,"45,06800231910926","7,694331550598122",Torino,3.0,3,5,1750.5
2116,102645,"45,067282459360634",7.62062444686887,Torino,"45,07394271028341","7,699545764923073",Torino,15.0,3,1,15000.0
2117,102646,"45,07212428876327",7.63000144958505,Torino,"45,067547671901735","7,683216476440407",Torino,13.0,5,5,9500.5
2118,102647,"45,075571737219285",7.631144633051,Torino,"45,07422638207906","7,626197448559083",Torino,9.0,4,5,5500.5
2120,102670,"45,10181792832122",7.64090194702146,Torino,"45,071760597516054","7,698751831054665",Torino,2.0,1,5,1250.5
2122,102678,"45,05815301017696",7.6837134361267,Torino,"45,071785517959114","7,6982831954956055",Torino,9.0,3,5,5500.5
2125,102694,"44,89485437102398",8.20974121093763,Asti,"45,068729747119626","7,671972656249977",Torino,14.0,3,1,12500.5
2126,102700,"45,067197053043344",7.69152402877807,Torino,"45,071317110216846","7,693144083023071",Torino,15.0,3,11,15000.0
2127,102708,"45,07939762768781",7.6294006347656,Torino,"45,071518135398875","7,676521682739235",Torino,3.0,7,5,1750.5
2128,102710,"45,10434942241895",7.74831175804138,Torino,"45,07360773859846","7,6997798681259155",Torino,4.0,3,5,2250.5
2129,102712,"45,346173517884026",7.64180660247802,Pertusio,"45,06825456333955","7,694817781448364",Torino,15.0,3,1,15000.0
2130,102721,"45,03914239892567",7.63747215270996,Torino,"45,073488110327666","7,699266815185524",Torino,15.0,3,2,15000.0
2131,102728,"45,080210433930034",7.6666921377182,Torino,"45,05119910362271","7,680650353431702",Torino,4.0,3,9,2250.5
2132,102732,"45,12813758412691",7.63024091720581,Venaria Reale,"45,06859554486735","7,694957256317139",Torino,12.0,3,1,8500.5
2133,102736,"45,058747442095935",7.58170271800509,Grugliasco,"45,052121547188314","7,681333844429901",Torino,5.0,3,1,2750.5
2134,102741,"45,023975702039145",7.64682426452645,Torino,"45,008321718938994","7,660299682617165",Moncalieri,4.0,1,2,2250.5
2135,102743,"45,04629864963821",7.67326354980468,Torino,"45,063787517464625","7,691996097564697",Torino,3.0,3,5,1750.5
2136,102755,"45,078458206808726",7.69905223846433,Torino,"45,0735790306081","7,69961013793943",Torino,3.0,3,11,1750.5
2137,102757,"45,068487272144786",7.82007350921628,Baldissero Torinese,"45,06797200940795","7,694503211975075",Torino,15.0,3,1,15000.0
2138,102759,"45,036539780686105",7.64059081077584,Torino,"45,07363964404806","7,6995243072510675",Torino,2.0,3,1,1250.5
2139,102760,"45,065638114140974",7.68619909286508,Torino,"45,03768458978054","7,651373291015716",Torino,15.0,3,2,15000.0
2140,102763,"45,08279153570725",7.55318298339852,Rivoli,"45,04569003175735","7,648283386230446",Torino,6.0,3,1,3250.5
2141,102794,"45,08305129009342",7.69012928009033,Torino,"45,068258352034384","7,694882154464722",Torino,15.0,3,5,15000.0
2143,102804,"45,06566303725345",7.69623935222625,Torino,"45,06613664363062","7,694597840309143",Torino,15.0,3,11,15000.0
2144,102809,"45,0581811348912",7.65120162963864,Torino,"45,06794169969052","7,685448074340798",Torino,5.0,3,1,2750.5
2145,102813,"45,04781468953482",7.63697862625122,Torino,"45,04833202895426","7,68069863319397",Torino,6.0,3,1,3250.5
2146,102825,"45,09613255643025",7.70247817039489,Torino,"45,08603214327781","7,698712348937988",Torino,4.0,1,5,2250.5
2147,102828,"45,085003527943535",7.69325866699216,Torino,"45,07366995074392","7,69961013793943",Torino,2.0,3,1,1250.5
2149,102849,"45,06994210656469",7.64107360839841,Torino,"45,04186939236273","7,650257492065407",Torino,5.0,3,9,2750.5
2151,102871,"45,05282825052062",7.66035504369938,Torino,"45,06810786406914","7,694667148170993",Torino,15.0,3,1,15000.0
2152,102876,"45,07103320807864",7.70716323852536,Torino,"45,03738133132329","7,651287460327126",Torino,15.0,1,1,15000.0
2153,102877,"45,02481962890293",7.57660746574401,Beinasco,"45,074024454490356","7,698991298675537",Torino,8.0,3,2,4250.5
2154,102882,"45,04235675786369",7.35294342041015,Giaveno,"45,05272638281018","7,68068790435791",Torino,4.0,3,1,2250.5
2156,102905,"44,63583381781069",7.65644073486328,Savigliano,"45,04999552589055","7,6736892700195085",Torino,4.0,3,1,2250.5
2157,102907,"45,234341658923356",7.50837936401364,Cafasse,"45,04538681573037","7,6598061561584245",Torino,7.0,1,1,3750.5
2158,102915,"44,99970632744051",7.65634417533874,Nichelino,"45,08982710865528","7,6591551303863525",Torino,5.0,3,1,2750.5
2159,102918,"45,06627464048237",7.52464427947995,Rivoli,"45,06982087177731","7,688452148437477",Torino,4.0,3,1,2250.5
2161,102923,"45,02051982382388",7.449631690979,Sangano,"45,0521329923766","7,681349658966042",Torino,5.0,3,1,2750.5
2164,102938,"44,91658337517151",7.24740599747747,Villar Perosa,"45,017727431453025","7,616452216316247",Torino,8.0,3,1,4250.5
2165,102942,"45,09636515171017",7.54562988281247,Pianezza,"45,01760541135991","7,615324401855446",Torino,6.0,3,2,3250.5
2166,102946,"45,05320927504846",7.65995635986325,Torino,"45,05102637076434","7,6819290161132585",Torino,6.0,3,1,3250.5
2167,102953,"44,93740053618707",7.47971191406247,Airasca,"45,07557924018179","7,643262290954567",Torino,5.0,1,2,2750.5
2168,102959,"45,004638336688885",7.54657745361328,Orbassano,"45,06699013161581","7,6869964599609375",Torino,13.0,3,1,9500.5
2169,102973,"45,06969963673288",7.66647949218747,Torino,"45,068729747119626","7,658239746093727",Torino,5.0,4,11,2750.5
2171,102978,"44,95684191392893",7.19153881072998,Perosa Argentina,"45,05026300912284","7,674164772033691",Torino,2.0,3,1,1250.5
2172,102980,"45,04253650651649",7.68570556640622,Torino,"45,086185242119114","7,704931640624977",Torino,3.0,1,1,1750.5
2174,102990,"45,07846797226159",7.66848063465658,Torino,"45,06904336399881","7,676797628500935",Torino,15.0,1,5,15000.0
2175,102995,"45,07333876581827",7.65205264091491,Torino,"45,06912974517113","7,667067646980286",Torino,5.0,1,2,2750.5
2176,102999,"45,062788814124445",7.64600887298581,Torino,"45,07357903060816","7,699331188201882",Torino,15.0,3,5,15000.0
2177,103003,"45,072338630573036",7.71727323532104,Torino,"45,074050972671564","7,699935436248779",Torino,5.0,1,11,2750.5
2178,103016,"44,99352410495033",7.71377565572038,Moncalieri,"45,05266574719313","7,6897430419921875",Torino,4.0,3,5,2250.5
2179,103026,"45,08539743538489",7.6718868255615,Torino,"45,05369435357463","7,674805068969704",Torino,6.0,1,9,3250.5
2180,103028,"44,95514124823333",7.40744590759277,Cumiana,"45,06306571011861","7,691934406757355",Torino,7.0,1,1,3750.5
2181,103032,"45,3010312508195",7.88895263671872,Caluso,"45,06818417697974","7,694803619384743",Torino,8.0,3,1,4250.5
